Par_ref_offre|Par_URL_offre|Code_ogr|Libelle_metier_OGR|Description|Par_cle|Par_nom|Off_experience_duree_min|Exp_cle|Exp_libelle|Dur_cle_experience|NTC_cle|TCO_cle|Off_contrat_duree_MO|Pay_cle|Off_date_creation|Off_date_modification
540682|https://place-emploi-public.gouv.fr/offre-emploi/gestionnaire-des-ressources-humaines-reference-2021-542471|15334|Gestionnaire de l'administration du personnel|Exécuter, dans le respect des techniques, des règles et des procédures applicables au domaine des ressources humaines, des actes administratifs et de gestion courante relatifs à la gestion de personnels enseignants contractuels et titulaires.\nActivités principales:\n- Préparer les éléments pour la mise en œuvre de la paie\n- Préparer et rédiger les actes de gestion relatifs à la carrière des personnels enseignants (arrêtés et décisions, contrats de travail, courriers, attestations, notamment)\n- Saisir et mettre à jour des bases de données, des tableaux de bord, les dossiers des agents\n- Accueillir et informer les agents ainsi que les responsables des composantes\n- Suivre des dossiers spécifiques et des situations particulières\n- Participer à la mise en œuvre des procédures liées à la gestion des ressources humaines\n- Rendre compte de l’état d’avancement des dossiers\n- Participer aux travaux collectifs|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
540687|https://place-emploi-public.gouv.fr/offre-emploi/gestionnaire-des-ressources-humaines-reference-2021-538851|15334|Gestionnaire de l'administration du personnel|"Exécuter des actes administratifs et de gestion courante dans le domaine de la gestion de personnels et plus particulièrement\nconcernant les personnels contractuels de droit public et vacataires d’enseignement et sur des missions administratives et\ntechniques ; recueillir, traiter et faciliter la circulation de l'information. Informer et orienter dans leurs démarches les\ninterlocuteurs internes et externes.\nActivités principales:\n- Préparer les éléments pour la mise en oeuvre de la paie\n- Préparer et rédiger les actes de gestion relatifs aux personnels contractuels (contrats de travail, arrêtés et décisions,\ncourriers administratifs, notamment)\n- Saisir et mettre à jour les bases de données du domaine d’activités, des tableaux de bord, les dossiers des agents\n- Assurer l'accueil physique et téléphonique et l'orientation des interlocuteurs internes et externes (responsables de\nstructure, agents gérés, organismes partenaires et institutionnels), répondre aux sollicitations électroniques\nnotamment\n- Suivre des dossiers spécifiques et relancer les interlocuteurs internes ou externes concernés\n- Rendre compte de l’état d’avancement des dossiers\n- Retranscrire des informations orales à l'écrit\n- Participer à la mise en oeuvre des procédures liées à la gestion des ressources humaines\n- Appliquer la réglementation imposée en matière de gestion des ressources humaines\n- Participer aux opérations de logistique du service, assister les personnels et les équipes"|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
540691|https://place-emploi-public.gouv.fr/offre-emploi/charge-de-communication-evenementielle-hf-reference-2021-533063|18725|Responsable de la communication|"Environnement opérationnel :\n- Montée en puissance des opérations de communication au niveau interarmées. Ces manifestations s'adressent aussi bien à des cibles grand public que des représentants de l'éco système de défense.\nMontée en puissance de la communication interne sur le thème de la transformation\n--> Maîtrise des coûts et des délais des opérations\n--> Livraison d'opérations « clé en main »\nEnvironnement organisationnel :\n- Opérations de communications pilotées en mode matriciel en s'appuyant sur les ressources des différents pôles techniques du département (Information, Création, Presse, Evénements, Pilotage),\n- poste situé au sein de l'équipe DGA Comm basé à Balard, au sein du pôle Evénements\n- Poste en interface avec :\n--> Le réseau communication de la DGA, --> Les directions et entités de la DGA --> La DICOD > Les OICD\n\nActivités principales :\n- Contribuer, dans le cadre du plan de communication DGA annuel, et conformément au plan stratégique DICOD, à la politique évènementielle de la DGA\n- Mener les projets d'évènements internes et externes pour la DGA ;\n- Contribuer à la production des contenus ;\n- Assurer une coordination entre les différents évènements des centres et veiller à leur cohérence ;\n- Réaliser les dossiers pour les parcours VIPs sur les stands DGA ;\n- Faire évaluer les évènements. Analyser les résultats"|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
540796|https://place-emploi-public.gouv.fr/offre-emploi/chef-du-bureau----expert-haut-niveau-codification-planificateur-verificateur-hf-reference-2021-541756|19112|Responsable logistique|Encadrer le personnel du bureau\nOrganiser et piloter l’activité du bureau\nGérer le portefeuille des SI du CIMCI (contractuel et financier)\nSuperviser les flux et interfaces entre SI\nPiloter les mesures SSI et les renouvellements d’homologation\nSuivre l’organisation et les travaux RH du bureau\nSuppléer le chef de division|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
540861|https://place-emploi-public.gouv.fr/offre-emploi/chef-du-bureau----expert-haut-niveau-codification-planificateur-verificateur-hf-reference-2021-541756|19112|Responsable logistique|Encadrer le personnel du bureau\nOrganiser et piloter l’activité du bureau\nGérer le portefeuille des SI du CIMCI (contractuel et financier)\nSuperviser les flux et interfaces entre SI\nPiloter les mesures SSI et les renouvellements d’homologation\nSuivre l’organisation et les travaux RH du bureau\nSuppléer le chef de division|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
540884|https://place-emploi-public.gouv.fr/offre-emploi/responsable-unite-asile-et-integration-des-personnes-beneficiaires-de-la-protection-internationale-reference-2021-539005|11813|Chargé / Chargée de médiation de santé publique|"Encadrement (oui ou non) oui\n\nActivités principales : \n\n1/ Gestion et coordination des dispositifs d’accueil et d’hébergement des demandeurs d'asile\n\nParticipation au pilotage et à l’animation du dispositif d’accueil et d’hébergement des personnes en situation de demande d’asile \nMise en œuvre et suivi du plan migrant : évaluation et adaptation des dispositifs de prise en charge, développement de nouvelles capacités, développement de l’offre, rationalisation du parc\nDéclinaison du Schéma Régional d’Accueil des Demandeurs d’Asile / SRADAR\nDéveloppement et suivi des actions nécessaires à la fluidité du dispositif d’hébergement : sortie des personnes ayant obtenu un statut, réduction de la présence indue dans les dispositifs d’hébergement… \nSuivi et coordination des publics réinstallés \n\n\n2/ Gestion, suivi budgétaire et statistiques \n\nGestion des BOP 303 "Immigration et asile" ; et 104 "Intégration et accès à la nationalité française"\nMise en œuvre des dialogues de gestion avec chacun des opérateurs, gestionnaires d’établissements inscrits dans le dispositif national d’accueil financé sur le BOP 303 et 104 (action 15) ;\nSuivi budgétaire et comptable du BOP 303 en coordination avec les gestionnaires du BOP 177 pour le financement des prises en charge des personnes issues de la demande d’asile ;\nTarification, contrôle suivi budgétaire des établissements et services d’accueil et d’hébergement des demandeurs d’asile, fixation des DGF et examen des comptes administratifs des CADA, conventionnement et examen des comptes de résultat des dispositifs financés par subvention , suivi de l’activité de chacun des structures\nSuivi des statistiques et reportings\n3/ Participation aux actionsd’intégration des réfugiés\n\nParticipation à l'animation des dispositifs d’accès au logement et d’insertion des personnes réfugiées, en matière d’insertion professionnelle, de formation linguistique, \nMise en place et suivi d'appels à projets, appels à projets pour les bénéficiaires de la protection internationale et les réinstallés.\n\n\nPartenaires institutionnels : opérateurs associatifs, ARS, Préfectures, sous-préfectures, SGARE, collectivités territoriales, dihal, diair, bailleurs DRDJSCS, DDT, CAF, OFFI…. \n\n\nSpécificités du poste / Contraintes :\n\nMultiples commandes en urgence et reportings à gérer toute l'année.\nNécessité d'une bonne réactivité, d'une coordination avec les cadres du service, les services préfectoraux et les partenaires\n\nLe poste est amené à évoluer avec la mise en oeuvre de la nouvelle organisation territoriale de l’État et la création de la nouvelle direction départementale, de l’emploi, du travail et des solidarités au 01 avril 2021 issue du rapprochement de l’UD DIRECCTE et de la DDCS."|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
540895|https://place-emploi-public.gouv.fr/offre-emploi/chargee-d-etudes-sur-l-evaluation-des-politiques-publiques-de-sante-reference-2021-529217|11813|Chargé / Chargée de médiation de santé publique|Encadrement (oui ou non) : NON\nPersonne à contacter (mail) :  charlotte.geay@sante.gouv.fr, chef du lab innovation et évaluation en santé\nAutres personnes à contacter (mail) : javier.nicolau@sante.gouv.fr, adjoint à la chef du lab innovation et évaluation en santé\n\nActivités principales :\nAu sein de la sous-direction Observation de la santé et de l'assurance-maladie, et du Lab innovation et évaluation en santé, le(la) chargé(e) d'études est en charge de l'évaluation de politiques publiques de santé. Il(elle) est notamment chargé(e) de la coordination de l'évaluation de la stratégie nationale de santé (SNS), dont le rapport final doit être remis à la fin d'année 2021. Cela consiste à coordonner et encadrer diverses études sur des thématiques clefs de la stratégie (comme par exemple la pertinence et la cohérence de la stratégie actuelle), et à rédiger la synthèse et coordonner la rédaction du rapport dans son ensemble. La mission implique également le calcul de vingt indicateurs quantitatifs relatifs à l'évaluation de cette stratégie.\nIl(elle) participe également à l'évaluation des expérimentations d'innovations organisationnelles en santé (selon l'article 51 de la loi de financement de la sécurité sociale pour 2018). ll s'agit notamment d'instruire le caractère évaluable des projets, de définir le type d'évaluation et les critères évalués, et de suivre les travaux menés par un évaluateur externe. Le(la) chargé(e) d'études s'insère notamment dans l'équipe de la Drees dédiée à ces évaluations et est en contacts très fréquents avec la Cnam, qui co-pilote l'évaluation, et l'équipe projet chargée de l'article 51.\nPlus largement, le(la) chargé(e) d'études peut être amené(e) à participer, et à représenter la Drees, dans le cadre de groupes de travail ou de réunions concernant le suivi ou l'élaboration d'évaluations sur des politiques lancées par le Ministère. Dans le cadre de ces missions, le(la) chargé(e) d'études peut être mobilisée dans la conception, la production ou l'exploitation de bases de données et/ou d'enquêtes.\n\nSpécificités du poste / Contraintes :\nCe poste requiert de grandes capacités d'organisation et relationnelles ainsi que des connaissances techniques solides.\nDes connaissances sur les évaluations mobilisant des techniques quantitatives avancées d'évaluation (expérimentations randomisées, différences de différences, matching, RDD...), et l'évaluation qualitative seraient un plus. \nIl(elle) a des échanges réguliers avec l'ensemble des acteurs impliqués dans l'évaluation de la SNS et avec la Cnam dans le cadre de l'évaluation de l'article 51. Dans ce contexte, il(elle) peut également avoir des échanges avec des porteurs de projets d'expérimentations, auxquels il(elle) doit parfois expliquer la démarche d'évaluation, et avec les évaluateurs externes.\n|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
541631|https://place-emploi-public.gouv.fr/offre-emploi/chargee-des-relations-avec-les-operateurs-de-formation-et-des-dispositifs-d--accompagnement-reference-2021-537247|18942|Responsable des Ressources Humaines -RRH-|Encadrement (oui ou non) : non\nActivités principales :\nSous l'autorité hiérarchique de la responsable du département GPEC/Filières métiers/formation-développement des talents et l'autorité fonctionnelle de la cheffe de mission plan de développement des parcours et développement des talents,le/la chargé(e) des relations avec les opérateurs de formation et des dispositifs d’'accompagnement exerce les missions suivantes :\n- Etre l'interlocuteur privilégié des écoles sous tutelle du ministère: coordination, représentation du département, pilotage de groupe de travail, évaluation, organisation des rencontres de dialogue social\n- Dialoguer avec l'ensemble des directions opérationnelles pour identifier, qualifier et quantifier leurs besoins précis concernant les populations de jeunes diplômés (parcours d'évolution, GPEC...)\n- Réaliser des études d'impacts sur les différents métiers en lien avec la mission GPEC/ filières métiers et les opérateurs de formation\n- Assurer le suivi du parcours des élèves et des promotions en lien avec l'équipe pédagogique de l'école et la mission formation.\n- Faire lien avec le département recrutement pour l'intégration des agents (participation au séminaire d'intégration...)\n- Participer, en lien avec la cheffe département et les chefs de mission, à la définition d'une stratégie de de valorisation des métiers  des ministères sociaux auprès des services, opérateurs et jeunes diplômés .\n- Formaliser et animer l'ensemble des documents de communication de valorisation des métiers en lien avec le département Recrutement: plaquettes de présentation des ministères sociaux, stand pour les forums, offres d'emploi ou de stages récurrentes et spécifiques, participation aux forums écoles et emplois...\n- Participer à la bonne circulation de l'information (interne et externe) et à la bonne visibilité des actions et des métiers des ministères sociaux auprès des publics cibles\n- Participer, en lien avec les autres départements, le Cabinet de Direction et la Direction de la Communication, au développement de la marque employeur en interne et en externe\n- Accompagner l'évolution des candidats recrutés, notamment pour les stagiaires en fin d'études (parcours évolution).\n- Animer ou contribuer à des groupes de travail en lien avec la mission formation.\n- Définir et mettre en œuvre des protocoles de coopération et les processus correspondant avec les écoles et instituts de formation\n- Assurer le rôle de correspondant juridique sur toutes les questions relatives aux droits à la formation (compte personnel d'activité, compte personnel de formation, des dispositifs de formation professionnelle...)\nEn fonction de l'actualité du département, certains dossiers pourront être confiés, en mode-projet, en lien direct avec ses missions ou plus largement, dans le cadre de la politique de développement de la "marque employeur "des ministères sociaux .\nSpécificités du poste / Contraintes : Appétence pour la gestion de projet|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
541763|https://place-emploi-public.gouv.fr/offre-emploi/chargee-des-relations-avec-les-operateurs-de-formation-et-des-dispositifs-d--accompagnement-reference-2021-537247|18942|Responsable des Ressources Humaines -RRH-|Encadrement (oui ou non) : non\nActivités principales :\nSous l'autorité hiérarchique de la responsable du département GPEC/Filières métiers/formation-développement des talents et l'autorité fonctionnelle de la cheffe de mission plan de développement des parcours et développement des talents,le/la chargé(e) des relations avec les opérateurs de formation et des dispositifs d’'accompagnement exerce les missions suivantes :\n- Etre l'interlocuteur privilégié des écoles sous tutelle du ministère: coordination, représentation du département, pilotage de groupe de travail, évaluation, organisation des rencontres de dialogue social\n- Dialoguer avec l'ensemble des directions opérationnelles pour identifier, qualifier et quantifier leurs besoins précis concernant les populations de jeunes diplômés (parcours d'évolution, GPEC...)\n- Réaliser des études d'impacts sur les différents métiers en lien avec la mission GPEC/ filières métiers et les opérateurs de formation\n- Assurer le suivi du parcours des élèves et des promotions en lien avec l'équipe pédagogique de l'école et la mission formation.\n- Faire lien avec le département recrutement pour l'intégration des agents (participation au séminaire d'intégration...)\n- Participer, en lien avec la cheffe département et les chefs de mission, à la définition d'une stratégie de de valorisation des métiers  des ministères sociaux auprès des services, opérateurs et jeunes diplômés .\n- Formaliser et animer l'ensemble des documents de communication de valorisation des métiers en lien avec le département Recrutement: plaquettes de présentation des ministères sociaux, stand pour les forums, offres d'emploi ou de stages récurrentes et spécifiques, participation aux forums écoles et emplois...\n- Participer à la bonne circulation de l'information (interne et externe) et à la bonne visibilité des actions et des métiers des ministères sociaux auprès des publics cibles\n- Participer, en lien avec les autres départements, le Cabinet de Direction et la Direction de la Communication, au développement de la marque employeur en interne et en externe\n- Accompagner l'évolution des candidats recrutés, notamment pour les stagiaires en fin d'études (parcours évolution).\n- Animer ou contribuer à des groupes de travail en lien avec la mission formation.\n- Définir et mettre en œuvre des protocoles de coopération et les processus correspondant avec les écoles et instituts de formation\n- Assurer le rôle de correspondant juridique sur toutes les questions relatives aux droits à la formation (compte personnel d'activité, compte personnel de formation, des dispositifs de formation professionnelle...)\nEn fonction de l'actualité du département, certains dossiers pourront être confiés, en mode-projet, en lien direct avec ses missions ou plus largement, dans le cadre de la politique de développement de la "marque employeur "des ministères sociaux .\nSpécificités du poste / Contraintes : Appétence pour la gestion de projet|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
541776|https://place-emploi-public.gouv.fr/offre-emploi/chargee-de-communication-externe---fh-reference-2021-533768|18725|Responsable de la communication|Encadrement (oui ou non) : non\nActivités principales :\nPoste polyvalent nécessitant une solide formation et expérience en communication, une connaissance du monde de la santé (sujets, acteurs, partenaires…) et du fonctionnement des institutions. Poste ouvert à un senior ou junior possédant des compétences dans le domaine, incluant une importante part dédiée à la communication sur la prévention des risques sanitaires et à la communication de crise.\n- Définition, pilotage et évaluation des stratégies de communication en santé publique et leurs déclinaisons opérationnelles (plans et dispositifs de communication)\n- Conseil, appui et aide à la décision auprès des entités métiers de la DGS pour la définition, la conception, la mise en œuvre des stratégies et plans de communication (dont crise)\n- Pilotage, suivi et évaluation des dispositifs de communication, en lien avec les sous-directions et les agences sanitaires\n- Coordination des actions de communication, notamment en cas de crise sanitaire, des agences et des partenaires (SIG, inteministériel, ARS, réseaux internationaux…)\n- Mise en œuvre et coordination de la communication en situation de crise sanitaire ou médiatique, en lien avec la sous direction veille et sécurité sanitaire (CORRUSS) et les autres sous-directions\n- Définition, réalisation et/ou pilotage de la réalisation des supports et actions de communication (affiches, communiqués, dossiers de presse, dossiers Internet, questions-réponses…) en lien avec la DICOM ou une agence de communication, l'agent en charge des relations presse et les agences sanitaires concernées\n- Participation aux exercices nationaux et/ou internationaux de crise et leur évaluation\n- Formation et professionnalisation des agents de l’Etat en matière de communication de crise (en lien avec l’EHESP)\n- Animation et/ou participation à des réseaux professionnels internes et/ou externes (nationaux, européens et internationaux) et représentation de la mission dans des réunions, si nécessaire\nAppui aux autres agents de la MICOM pour :\n- L’ élaboration, la participation et le suivi des actions de communication et la programmation annuelle de la communication externe de la DGS (actions, campagnes, éditions, évènements, etc.).\n- L’ élaboration et la rédaction d’éléments de langage, la participation à la réponse presse et médias, la mise à jour des dossiers (Internet, questions/réponses...) en fonction des sujets et de l'actualité...\nSpécificités du poste / Contraintes :\n- Grande disponibilité y compris en dehors des horaires de bureau, notamment pour assurer les astreintes (week-end, soirs…) et participer le cas échéant aux cellules de crise\n- Le/la communicant(e) doit se préparer à la réponse médiatique en situation de crise, à acquérir les bons réflexes pour optimiser la communication sous contrainte et à gérer la déstabilisation due à la crise.\nPoste habilité Confidentiel Défense.\nDéplacements ponctuels à l'étranger|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
541876|https://place-emploi-public.gouv.fr/offre-emploi/gestionnaire-ga-paie-reference-2021-540796|15334|Gestionnaire de l'administration du personnel|Encadrement (oui ou non) : non\nActivités principales :\nAu sein du bureau des personnels du travail et de l'emploi, vous êtes chargé (e) d'assurer la gestion administrative et la paie des agents des corps des contrôleurs du travail et de l'inspection du travail  d'une ou de plusieurs régions et/ou ou de plusieurs départements ou services.\nVous serez intégré(e) dans une équipe au sein de laquelle chaque membre assurera la sécurisation des actes de gestion et de paye des autres membres.\nVous aurez à:\n- instruire les évenements de carrière des agents en application des textes statutaires et réglementaires de leur recrutement à leur mise à la retraite : recrutement, nomination, titularisation, congés divers (CMO/CLM/CLD/parentaux, bonifiés, formation..), positions (mise à disposition, détachement, disponibilité), retraite, bonification d'ancienneté., les produire dans le SIRH-RENOIRH et notifier ces actes à vos correspondants en région via l'outil dédié. \n- appliquer le processus lié à la rémunération des agents: sasisie des mouvements et contrôle a priori et a posteriori  avec  corrections avant envoi au comptable\n\nSpécificités du poste / Contraintes :\n- Celles liées à la gestion administrative et de paie à partir d'un SIRH.\n- Contraintes d'organisation liées au calendrier de la paie\n- Respect des délais\n- Régles de confidentialité à respecter\nPartenaires institutionnels :\n- services administration centrale\n- services territoriaux : DIRECCTE DIECCTE\n- autres ministères|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
541879|https://place-emploi-public.gouv.fr/offre-emploi/chargee--charge-du-support-et-de-l-assistance-aux-utilisateurs-de-la-dgs-et-du-centre-de-crise--fh-reference-2021-538950|10715|Agent / Agente d'exploitation informatique|Encadrement (oui ou non) : non\nActivités principales :\n- Prise en compte et analyse des demandes qui nous parviennent par courriel et téléphone\n- Escalade des demandes à l’infogérance\n- Installation des systèmes d’exploitation sur les ordinateurs de la DGS\n- Déploiement des logiciels bureautiques et métiers sur les ordinateurs de la DGS\n- Déploiement des imprimantes multifonctions\n- Conseil, information et formation des utilisateurs\n\nSpécificités du poste / Contraintes : astreintes téléphoniques régulières le soir et le week-end toutes les 3 semaines environ\nRémunération: Selon profil et expérience professionnelle, fourchette de rémunération entre 23 600 et 40 000 €   brut annuel|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
541891|https://place-emploi-public.gouv.fr/offre-emploi/chargee--charge-du-support-et-de-l-assistance-aux-utilisateurs-de-la-dgs-et-du-centre-de-crise--fh-reference-2021-538950|10715|Agent / Agente d'exploitation informatique|Encadrement (oui ou non) : non\nActivités principales :\n- Prise en compte et analyse des demandes qui nous parviennent par courriel et téléphone\n- Escalade des demandes à l’infogérance\n- Installation des systèmes d’exploitation sur les ordinateurs de la DGS\n- Déploiement des logiciels bureautiques et métiers sur les ordinateurs de la DGS\n- Déploiement des imprimantes multifonctions\n- Conseil, information et formation des utilisateurs\n\nSpécificités du poste / Contraintes : astreintes téléphoniques régulières le soir et le week-end toutes les 3 semaines environ\nRémunération: Selon profil et expérience professionnelle, fourchette de rémunération entre 23 600 et 40 000 €   brut annuel|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
541916|https://place-emploi-public.gouv.fr/offre-emploi/responsable-de-communication---prevention-des-risques-sanitaires-et-crise---fh-reference-2021-530568|18725|Responsable de la communication|"Encadrement (oui ou non) : non\n\nActivités principales :\nDans le cadre de la communication sur la prévention des risques sanitaires de la communication de crise.\n- Participation à l'élaboration de stratégies de communication en santé publique et déclinaisons opérationnelles des plans et dispositifs de communication.\n- Mise en œuvre et coordination de la communication en situation de crise sanitaire, en lien avec le centre de crise sanitaire, la sous direction veille et sécurité sanitaire et les autres sous-directions de la DGS.\n- Coordination et suivi des dispositifs et actions de communication, notamment en cas de crise sanitaire, des agences sanitaires et des partenaires [SIG (Service d'information du gouvernement), autres ministères, agences régionales de santé, réseaux internationaux…]\n- Conseil et appui auprès des bureaux de la DGS pour la conception et la mise en œuvre des plans et dispositifs de communication.\n- Élaboration et suivi de réalisation des supports et actions de communication (affiches, communiqués et dossiers de presse, dossiers en ligne, questions-réponses…) en lien avec la DICOM (Délégation à l’information et à la communication du Ministère), les agences de communication, les chargés de relations presse et le cas échéant, les agences sanitaires concernées.\nAppui aux autres agents de la Mission communication pour : \n- l'élaboration et le suivi de la programmation annuelle des actions de communication externe de la DGS (actions, campagnes, éditions, évènements, etc.);\n- l’ élaboration et la rédaction d’éléments de langage;\n- les relations presse;\n- la rédaction de dossiers en ligne et de questions/réponses en fonction des sujets et de l'actualité...\nPonctuellement :\n- Participation aux exercices nationaux et/ou internationaux de crise .\n- Participation à la formation des agents de l’Etat en matière de communication de crise (en lien avec l’EHESP)\n- Participation à des réseaux professionnels internes et/ou externes (nationaux, européens et internationaux)\n \nSpécificités du poste / Contraintes : \n+ Disponibilité y compris en dehors des horaires habituels de travail, notamment pour assurer des astreintes (week-end, soirée) et participer, le cas échéant, aux cellules de crise (selon un planning précis et concerté en amont).\n+ Réponse aux médias en situation de crise.\n+ Déplacements ponctuels à l'étranger (une à deux fois par an)\n- Poste habilité Confidentiel Défense.\n"|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
541926|https://place-emploi-public.gouv.fr/offre-emploi/dggn-stsi-92--technicien-reseau-radio-lte-hf-reference-MINT_BS092GNB-18630|10715|Agent / Agente d'exploitation informatique|"En collaboration directe avec le chef de projets PCSTORM, vous serez chargé :\n- d'effectuer les recettes techniques des réseaux tactiques LTE et de leurs évolutions ;\n- d'auditer les configurations techniques mises en œuvre dans le cadre d'interconnexion avec des partenaires ;\n- d'effectuer des mesures de couverture radio et des actions de planification de fréquences ;\n- d 'effectuer les opérations de maintenance et d'assurer le suivi des incidents dans le cadre de la garantie ou des évolutions logicielles\n- rédiger et vérifier la documentation technique permettant le passage en phase d'exploitation ;\n- accompagner les utilisateurs dans la mise en œuvre, le fonctionnement et l’administration des équipements PCSTORM lors des expérimentations et déploiements ;\n- recueillir les besoins de fonctionnalités et les évolutions demandées par les utilisateurs ;\n- suivre et gérer les commandes faites dans le cadre du marché PCSTORM"|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
541928|https://place-emploi-public.gouv.fr/offre-emploi/dggn-stsi-92--technicien-reseau-radio-lte-hf-reference-MINT_BS092GNB-18630|10715|Agent / Agente d'exploitation informatique|"En collaboration directe avec le chef de projets PCSTORM, vous serez chargé :\n- d'effectuer les recettes techniques des réseaux tactiques LTE et de leurs évolutions ;\n- d'auditer les configurations techniques mises en œuvre dans le cadre d'interconnexion avec des partenaires ;\n- d'effectuer des mesures de couverture radio et des actions de planification de fréquences ;\n- d 'effectuer les opérations de maintenance et d'assurer le suivi des incidents dans le cadre de la garantie ou des évolutions logicielles\n- rédiger et vérifier la documentation technique permettant le passage en phase d'exploitation ;\n- accompagner les utilisateurs dans la mise en œuvre, le fonctionnement et l’administration des équipements PCSTORM lors des expérimentations et déploiements ;\n- recueillir les besoins de fonctionnalités et les évolutions demandées par les utilisateurs ;\n- suivre et gérer les commandes faites dans le cadre du marché PCSTORM"|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
541970|https://place-emploi-public.gouv.fr/offre-emploi/ensosp--acheteur-hf-hf-reference-MINT_BA013ACB-19724|10241|Acheteur / Acheteuse|"En amont de la procédure, l’acheteur est chargé de :\nParticiper au recueil des besoins : élaboration et anticipation de la planification des achats, collaborer et conseiller les services bénéficiaires (renouvellement, nouveau projet).\nProcéder à l’étude préalable des marchés à renouveler et des nouveaux projets.\n\nEn cours de procédure, l’acheteur est chargé de :\n- Analyser le bilan d’exécution avec le prescripteur, l’approvisionneur et le bénéficiaire ;\n- Conseiller et apporter son expertise au profit des services bénéficiaires (concours à la définition du besoin et l’élaboration des pièces de l’expression du besoin (CCTP, FEB, pièces financières...) ; co-rédaction du rapport d’analyse) ;\n- Assurer le suivi des étapes de la consultation ;\n- Négocier avec les entreprises dans le cadre des procédures autorisées ;\n- Rédiger des procès-verbaux, et tout document nécessaire au suivi de la procédure ;\n- Accompagner le référent pour fiabiliser le rapport d’analyse.\n\nLors de l’exécution du marché, l’acheteur est chargé de :\n- Elaborer et suivre les actes juridiques en cours d’exécution du marché ;\n- Conseiller les services ;\n- Signaler les incidents et mettre en œuvre des solutions de premier niveau en cas de difficultés.\n- Etablir les comptes rendus.\n- Rédiger et établir les documents (courriers, notes…) et situations.\n- Renseigner les tableaux indicateurs de gestion.\n\nL’acheteur est amené à représenter la Division des affaires administratives et juridiques (DAAJ) à diverses réunions, quel que soit le niveau de la procédure."|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
542442|https://place-emploi-public.gouv.fr/offre-emploi/agent-achat-hf-hf-reference-2021-538221|10241|Acheteur / Acheteuse|Employé au sein du site de Mutzig, l’agent est en charge de suivre la phase contractuelle des différents segments\nd’achats mis en oeuvre au titre du soutien courant des formations administratives soutenues. L’agent est positionné sous l’autorité hiérarchique du chef de site.\nCes travaux portent sur la collecte et l’exploitation des données techniques des cahiers des charges nécessaires aux travaux de contractualisation, puis sur la conduite de l’exécution des marchés publics par les prestataires (contrôle de prestations). Il est l’interlocuteur unique auprès des responsables de la section achats et contrôle de prestations de la division conduite du soutien (DCS) du GSBdD SHC. Il est également porteur d’une carte achats afin de satisfaire les besoins dans des commerces de proximité ou via des marchés régionaux ou nationaux.|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
542454|https://place-emploi-public.gouv.fr/offre-emploi/technicien-d-assistance-aux-eple-reference-2021-540831|10715|Agent / Agente d'exploitation informatique|Élaborer, conduire et maintenir en condition opérationnelle la mise en\nœuvre de la politique numérique académique et du ministère\nassignée à la division des systèmes d’information.|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
542465|https://place-emploi-public.gouv.fr/offre-emploi/technicien-d-assistance-aux-eple-reference-2021-540831|10715|Agent / Agente d'exploitation informatique|Élaborer, conduire et maintenir en condition opérationnelle la mise en\nœuvre de la politique numérique académique et du ministère\nassignée à la division des systèmes d’information.|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
542466|https://place-emploi-public.gouv.fr/offre-emploi/chef-du-service-departemental-de-la-communication-hf-reference-MINT_BA034ATA-18605|18725|Responsable de la communication|Élaboration et mise en œuvre de la stratégie de communication de la Préfecture\n- Déclinaison des opérations de communication ministérielles\n- Animation du réseau des chargés de communication des services de l’État\n- Interface entre le corps préfectoral, les services de l'Etat du département et la presse : rédaction des communiqués de presse, réponses aux journalistes, préparation des interviews (récupération des éléments de langage auprès des services, conseils) et des conférences de presse, conseil en communication\n- Participation active aux cellules de crises\n- Suivi opérationnel de la partie média des visites ministérielles\n- Gestion des réseaux sociaux (comptes Facebook et Twitter)|PEP|PEP|0|D|Debutant|AN|E1|CDD|36|1|01/03/2021|
